order_id,order_date,customer_id,product_id,quantity,unit_price,sales_amount,order_year,order_month,quantity_norm,sales_amount_norm
1288,2024-04-07,908,1041,5,290.96,1454.8,2024,2024-04,0.5,0.3256376719788909
1340,2024-10-02,43,1041,9,290.96,2618.64,2024,2024-10,1.0,0.59083265354485
1540,2024-07-04,806,1041,5,290.96,1454.8,2024,2024-07,0.5,0.3256376719788909
1910,2023-01-15,373,1041,5,290.96,1454.8,2023,2023-01,0.5,0.3256376719788909
1986,2024-04-25,96,1041,5,290.96,1454.8,2024,2024-04,0.5,0.3256376719788909
1990,2023-03-05,87,1041,4,290.96,1163.84,2023,2023-03,0.375,0.25933892658740104
3,2023-01-14,816,1074,1,347.87,347.87,2023,2023-01,0.0,0.07341032032848595
40,2023-04-14,247,1074,1,347.87,347.87,2023,2023-04,0.0,0.07341032032848595
321,2024-10-31,623,1074,7,347.87,2435.09,2024,2024-10,0.75,0.5490085721707507
474,2022-11-09,674,1074,9,347.87,3130.83,2022,2022-11,1.0,0.7075413227848389
520,2024-02-26,74,1074,4,347.87,1391.48,2024,2024-02,0.375,0.3112094462496183
584,2024-01-28,171,1074,9,347.87,3130.83,2024,2024-01,1.0,0.7075413227848389
598,2024-04-05,306,1074,6,347.86999999999995,2087.22,2024,2024-04,0.625,0.46974219686370655
618,2024-08-01,557,1074,5,347.87,1739.35,2024,2024-08,0.5,0.39047582155666244
661,2024-06-22,934,1074,8,347.87,2782.96,2024,2024-06,0.875,0.6282749474777948
711,2024-04-12,480,1074,6,347.86999999999995,2087.22,2024,2024-04,0.625,0.46974219686370655
732,2023-09-03,204,1074,3,347.86999999999995,1043.61,2023,2023-09,0.25,0.2319430709425742
781,2024-07-06,236,1074,5,347.87,1739.35,2024,2024-07,0.5,0.39047582155666244
1041,2023-12-20,987,1074,4,347.87,1391.48,2023,2023-12,0.375,0.3112094462496183
1058,2023-04-05,464,1074,7,347.87,2435.09,2023,2023-04,0.75,0.5490085721707507
1150,2024-03-05,442,1074,7,347.87,2435.09,2024,2024-03,0.75,0.5490085721707507
1291,2024-07-24,297,1074,6,347.86999999999995,2087.22,2024,2024-07,0.625,0.46974219686370655
1320,2024-08-15,276,1074,7,347.87,2435.09,2024,2024-08,0.75,0.5490085721707507
1341,2023-05-09,531,1074,9,347.87,3130.83,2023,2023-05,1.0,0.7075413227848389
1446,2023-04-19,750,1074,9,347.87,3130.83,2023,2023-04,1.0,0.7075413227848389
1494,2022-12-13,373,1074,4,347.87,1391.48,2022,2022-12,0.375,0.3112094462496183
1567,2024-03-04,525,1074,4,347.87,1391.48,2024,2024-03,0.375,0.3112094462496183
1624,2023-09-07,216,1074,5,347.87,1739.35,2023,2023-09,0.5,0.39047582155666244
1660,2022-12-31,108,1074,6,347.86999999999995,2087.22,2022,2022-12,0.625,0.46974219686370655
1713,2023-09-15,598,1074,7,347.87,2435.09,2023,2023-09,0.75,0.5490085721707507
1809,2023-05-17,898,1074,1,347.87,347.87,2023,2023-05,0.0,0.07341032032848595
1931,2023-10-16,216,1074,6,347.86999999999995,2087.22,2023,2023-10,0.625,0.46974219686370655
4,2023-06-30,669,1015,3,460.11999999999995,1380.36,2023,2023-06,0.25,0.30867562012660016
80,2023-08-01,46,1015,8,460.12,3680.96,2023,2023-08,0.875,0.8328950786351974
83,2023-12-02,430,1015,6,460.11999999999995,2760.72,2023,2023-12,0.625,0.6232072952317584
248,2023-03-07,944,1015,9,460.12,4141.08,2023,2023-03,1.0,0.9377389703369168
275,2024-08-04,453,1015,3,460.11999999999995,1380.36,2024,2024-08,0.25,0.30867562012660016
347,2024-06-11,884,1015,4,460.12,1840.48,2024,2024-06,0.375,0.41351951182831964
459,2024-08-05,761,1015,5,460.12,2300.6,2024,2024-08,0.5,0.518363403530039
494,2023-03-12,770,1015,7,460.12,3220.84,2023,2023-03,0.75,0.7280511869334779
529,2024-01-05,550,1015,5,460.12,2300.6,2024,2024-01,0.5,0.518363403530039
565,2023-08-26,77,1015,9,460.12,4141.08,2023,2023-08,1.0,0.9377389703369168
566,2023-04-13,924,1015,4,460.12,1840.48,2023,2023-04,0.375,0.41351951182831964
597,2024-02-27,109,1015,7,460.12,3220.84,2024,2024-02,0.75,0.7280511869334779
604,2024-03-09,953,1015,1,460.12,460.12,2024,2024-03,0.0,0.09898783672316128
685,2024-03-10,313,1015,5,460.12,2300.6,2024,2024-03,0.5,0.518363403530039
752,2023-08-22,33,1015,2,460.12,920.24,2023,2023-08,0.125,0.20383172842488073
950,2023-08-30,367,1015,9,460.12,4141.08,2023,2023-08,1.0,0.9377389703369168
1181,2024-06-04,340,1015,3,460.11999999999995,1380.36,2024,2024-06,0.25,0.30867562012660016
1349,2024-02-10,301,1015,7,460.12,3220.84,2024,2024-02,0.75,0.7280511869334779
1360,2023-05-15,375,1015,7,460.12,3220.84,2023,2023-05,0.75,0.7280511869334779
1410,2023-01-22,734,1015,7,460.12,3220.84,2023,2023-01,0.75,0.7280511869334779
1429,2023-02-24,828,1015,5,460.12,2300.6,2023,2023-02,0.5,0.518363403530039
1473,2024-04-27,81,1015,4,460.12,1840.48,2024,2024-04,0.375,0.41351951182831964
1765,2023-03-16,212,1015,1,460.12,460.12,2023,2023-03,0.0,0.09898783672316128
1864,2024-04-21,921,1015,6,460.11999999999995,2760.72,2024,2024-04,0.625,0.6232072952317584
1947,2023-02-23,567,1015,2,460.12,920.24,2023,2023-02,0.125,0.20383172842488073
1960,2023-12-21,219,1015,3,460.11999999999995,1380.36,2023,2023-12,0.25,0.30867562012660016
5,2024-01-03,239,1094,2,232.36,464.72,2024,2024-01,0.125,0.10003600220570476
59,2024-02-13,258,1094,1,232.36,232.36,2024,2024-02,0.0,0.04708997361357329
332,2024-06-21,534,1094,7,232.35999999999999,1626.52,2024,2024-06,0.75,0.3647661451663621
404,2024-02-23,737,1094,2,232.36,464.72,2024,2024-02,0.125,0.10003600220570476
771,2023-10-28,387,1094,5,232.35999999999999,1161.8,2023,2023-10,0.5,0.25887408798209915
823,2023-06-12,314,1094,2,232.36,464.72,2023,2023-06,0.125,0.10003600220570476
957,2023-11-01,553,1094,8,232.36,1858.88,2023,2023-11,0.875,0.41771217375849357
987,2023-02-15,392,1094,5,232.35999999999999,1161.8,2023,2023-02,0.5,0.25887408798209915
1044,2024-02-07,43,1094,5,232.35999999999999,1161.8,2024,2024-02,0.5,0.25887408798209915
1732,2024-09-28,324,1094,3,232.36,697.08,2024,2024-09,0.25,0.15298203079783623
1863,2023-12-30,254,1094,4,232.36,929.44,2023,2023-12,0.375,0.2059280593899677
1923,2024-09-25,115,1094,9,232.35999999999999,2091.24,2024,2024-09,1.0,0.470658202350625
6,2024-02-22,501,1025,5,204.52,1022.6,2024,2024-02,0.5,0.22715568903208755
107,2024-05-08,978,1025,2,204.52,409.04,2024,2024-05,0.125,0.08734864262570011
122,2024-06-25,402,1025,1,204.52,204.52,2024,2024-06,0.0,0.040746293823570964
138,2023-08-23,724,1025,9,204.52,1840.68,2023,2023-08,1.0,0.4135650842406041
183,2023-07-28,714,1025,5,204.52,1022.6,2023,2023-07,0.5,0.22715568903208755
233,2023-10-01,402,1025,7,204.52,1431.64,2023,2023-10,0.75,0.32036038663634586
280,2023-09-26,555,1025,2,204.52,409.04,2023,2023-09,0.125,0.08734864262570011
593,2023-09-30,494,1025,1,204.52,204.52,2023,2023-09,0.0,0.040746293823570964
599,2023-09-02,719,1025,9,204.52,1840.68,2023,2023-09,1.0,0.4135650842406041
738,2024-01-10,208,1025,5,204.52,1022.6,2024,2024-01,0.5,0.22715568903208755
789,2023-10-23,364,1025,9,204.52,1840.68,2023,2023-10,1.0,0.4135650842406041
804,2023-04-01,176,1025,8,204.52,1636.16,2023,2023-04,0.875,0.36696273543847496
864,2022-11-23,56,1025,8,204.52,1636.16,2022,2022-11,0.875,0.36696273543847496
892,2024-07-15,993,1025,5,204.52,1022.6,2024,2024-07,0.5,0.22715568903208755
1098,2023-01-28,977,1025,2,204.52,409.04,2023,2023-01,0.125,0.08734864262570011
1222,2024-09-20,94,1025,5,204.52,1022.6,2024,2024-09,0.5,0.22715568903208755
1316,2023-07-31,201,1025,2,204.52,409.04,2023,2023-07,0.125,0.08734864262570011
1460,2024-05-29,665,1025,7,204.52,1431.64,2024,2024-05,0.75,0.32036038663634586
1547,2024-03-16,828,1025,1,204.52,204.52,2024,2024-03,0.0,0.040746293823570964
1646,2024-04-29,338,1025,2,204.52,409.04,2024,2024-04,0.125,0.08734864262570011
1727,2024-03-25,915,1025,4,204.52,818.08,2024,2024-03,0.375,0.1805533402299584
1831,2024-07-29,636,1025,5,204.52,1022.6,2024,2024-07,0.5,0.22715568903208755
1866,2024-07-20,429,1025,7,204.52,1431.64,2024,2024-07,0.75,0.32036038663634586
7,2023-03-19,808,1050,3,286.77,860.31,2023,2023-03,0.25,0.19017595508383045
134,2022-11-30,621,1050,5,286.77,1433.85,2022,2022-11,0.5,0.32086396179208954
160,2023-03-18,722,1050,4,286.77,1147.08,2023,2023-03,0.375,0.25551995843796
210,2023-12-20,585,1050,4,286.77,1147.08,2023,2023-12,0.375,0.25551995843796
257,2024-03-26,18,1050,7,286.77000000000004,2007.39,2024,2024-03,0.75,0.4515519685003487
353,2023-03-15,18,1050,7,286.77000000000004,2007.39,2023,2023-03,0.75,0.4515519685003487
543,2023-03-02,978,1050,8,286.77,2294.16,2023,2023-03,0.875,0.5168959718544781
576,2024-06-17,326,1050,9,286.77,2580.93,2024,2024-06,1.0,0.5822399752086076
580,2024-08-26,147,1050,5,286.77,1433.85,2024,2024-08,0.5,0.32086396179208954
1002,2024-07-13,283,1050,4,286.77,1147.08,2024,2024-07,0.375,0.25551995843796
1216,2023-04-04,295,1050,6,286.77,1720.62,2023,2023-04,0.625,0.3862079651462191
1313,2023-06-23,759,1050,9,286.77,2580.93,2023,2023-06,1.0,0.5822399752086076
1357,2024-07-19,572,1050,4,286.77,1147.08,2024,2024-07,0.375,0.25551995843796
1393,2023-09-11,390,1050,3,286.77,860.31,2023,2023-09,0.25,0.19017595508383045
1425,2024-01-31,489,1050,2,286.77,573.54,2024,2024-01,0.125,0.12483195172970091
1511,2024-05-20,525,1050,6,286.77,1720.62,2024,2024-05,0.625,0.3862079651462191
1541,2024-05-14,624,1050,2,286.77,573.54,2024,2024-05,0.125,0.12483195172970091
1608,2024-05-22,760,1050,7,286.77000000000004,2007.39,2024,2024-05,0.75,0.4515519685003487
1672,2023-11-26,107,1050,7,286.77000000000004,2007.39,2023,2023-11,0.75,0.4515519685003487
1726,2023-04-03,328,1050,1,286.77,286.77,2023,2023-04,0.0,0.059487948375571365
1754,2023-10-15,432,1050,3,286.77,860.31,2023,2023-10,0.25,0.19017595508383045
1776,2024-04-07,94,1050,9,286.77,2580.93,2024,2024-04,1.0,0.5822399752086076
1849,2023-12-09,293,1050,7,286.77000000000004,2007.39,2023,2023-12,0.75,0.4515519685003487
1927,2023-04-05,498,1050,5,286.77,1433.85,2023,2023-04,0.5,0.32086396179208954
1967,2023-10-18,681,1050,5,286.77,1433.85,2023,2023-10,0.5,0.32086396179208954
8,2024-05-20,238,1032,3,366.36999999999995,1099.11,2024,2024-05,0.25,0.2445894153515228
112,2024-02-08,796,1032,3,366.36999999999995,1099.11,2024,2024-02,0.25,0.2445894153515228
176,2024-05-06,371,1032,5,366.37,1831.85,2024,2024-05,0.5,0.41155306223824345
541,2024-05-14,485,1032,5,366.37,1831.85,2024,2024-05,0.5,0.41155306223824345
577,2023-01-22,997,1032,7,366.37,2564.59,2023,2023-01,0.75,0.5785167091249641
615,2024-01-18,162,1032,2,366.37,732.74,2024,2024-01,0.125,0.16110759190816248
684,2022-12-07,638,1032,4,366.37,1465.48,2022,2022-12,0.375,0.32807123879488315
690,2023-04-02,785,1032,8,366.37,2930.96,2023,2023-04,0.875,0.6619985325683244
805,2023-09-26,768,1032,9,366.37,3297.33,2023,2023-09,1.0,0.7454803560116847
851,2024-08-14,964,1032,7,366.37,2564.59,2024,2024-08,0.75,0.5785167091249641
867,2023-07-06,939,1032,4,366.37,1465.48,2023,2023-07,0.375,0.32807123879488315
934,2022-12-24,494,1032,7,366.37,2564.59,2022,2022-12,0.75,0.5785167091249641
947,2024-05-28,395,1032,2,366.37,732.74,2024,2024-05,0.125,0.16110759190816248
973,2024-01-11,649,1032,6,366.36999999999995,2198.22,2024,2024-01,0.625,0.49503488568160375
1139,2022-11-13,149,1032,9,366.37,3297.33,2022,2022-11,1.0,0.7454803560116847
1483,2023-10-04,840,1032,3,366.36999999999995,1099.11,2023,2023-10,0.25,0.2445894153515228
1508,2023-06-30,243,1032,3,366.36999999999995,1099.11,2023,2023-06,0.25,0.2445894153515228
1620,2024-07-04,559,1032,5,366.37,1831.85,2024,2024-07,0.5,0.41155306223824345
1714,2024-06-07,420,1032,3,366.36999999999995,1099.11,2024,2024-06,0.25,0.2445894153515228
1913,2023-11-02,216,1032,3,366.36999999999995,1099.11,2023,2023-11,0.25,0.2445894153515228
1978,2024-06-13,820,1032,6,366.36999999999995,2198.22,2024,2024-06,0.625,0.49503488568160375
9,2022-12-04,820,1023,5,239.03000000000003,1195.15,2022,2022-12,0.5,0.26647328773053947
130,2024-07-03,310,1023,8,239.03,1912.24,2024,2024-07,0.875,0.42987089335599804
252,2023-03-16,898,1023,8,239.03,1912.24,2023,2023-03,0.875,0.42987089335599804
323,2024-04-06,301,1023,5,239.03000000000003,1195.15,2024,2024-04,0.5,0.26647328773053947
342,2023-03-06,663,1023,3,239.03,717.09,2023,2023-03,0.25,0.1575415506469004
349,2024-01-10,36,1023,8,239.03,1912.24,2024,2024-01,0.875,0.42987089335599804
500,2023-11-19,177,1023,1,239.03,239.03,2023,2023-11,0.0,0.04860981356326135
708,2024-01-01,588,1023,5,239.03000000000003,1195.15,2024,2024-01,0.5,0.26647328773053947
748,2024-08-28,338,1023,2,239.03,478.06,2024,2024-08,0.125,0.10307568210508088
877,2023-04-29,793,1023,7,239.03,1673.21,2023,2023-04,0.75,0.3754050248141785
1076,2024-06-17,909,1023,6,239.03,1434.18,2024,2024-06,0.625,0.32093915627235897
1241,2023-09-26,973,1023,6,239.03,1434.18,2023,2023-09,0.625,0.32093915627235897
1284,2023-12-10,451,1023,1,239.03,239.03,2023,2023-12,0.0,0.04860981356326135
1374,2023-04-09,787,1023,9,239.03,2151.27,2023,2023-04,1.0,0.48433676189781755
1497,2023-12-19,843,1023,7,239.03,1673.21,2023,2023-12,0.75,0.3754050248141785
1507,2023-09-17,659,1023,7,239.03,1673.21,2023,2023-09,0.75,0.3754050248141785
1560,2024-04-26,823,1023,3,239.03,717.09,2024,2024-04,0.25,0.1575415506469004
1735,2023-04-26,508,1023,3,239.03,717.09,2023,2023-04,0.25,0.1575415506469004
1745,2023-06-24,813,1023,5,239.03000000000003,1195.15,2023,2023-06,0.5,0.26647328773053947
1793,2024-10-11,907,1023,3,239.03,717.09,2024,2024-10,0.25,0.1575415506469004
1805,2024-07-16,755,1023,3,239.03,717.09,2024,2024-07,0.25,0.1575415506469004
1908,2023-07-28,560,1023,3,239.03,717.09,2023,2023-07,0.25,0.1575415506469004
10,2024-02-21,396,1073,9,356.32,3206.88,2024,2024-02,1.0,0.7248702325560199
148,2024-05-24,619,1073,7,356.32,2494.24,2024,2024-05,0.75,0.5624866131038914
309,2024-02-08,353,1073,3,356.32,1068.96,2024,2024-02,0.25,0.23771937419963451
385,2024-06-25,934,1073,8,356.32,2850.56,2024,2024-06,0.875,0.6436784228299556
428,2022-11-16,731,1073,2,356.32,712.64,2022,2022-11,0.125,0.15652756447357027
473,2023-12-22,481,1073,3,356.32,1068.96,2023,2023-12,0.25,0.23771937419963451
508,2024-03-04,794,1073,3,356.32,1068.96,2024,2024-03,0.25,0.23771937419963451
628,2023-01-07,730,1073,7,356.32,2494.24,2023,2023-01,0.75,0.5624866131038914
757,2024-02-17,2,1073,3,356.32,1068.96,2024,2024-02,0.25,0.23771937419963451
880,2023-01-22,356,1073,1,356.32,356.32,2023,2023-01,0.0,0.07533575474750605
1202,2024-04-22,848,1073,3,356.32,1068.96,2024,2024-04,0.25,0.23771937419963451
1343,2023-03-03,755,1073,6,356.32,2137.92,2023,2023-03,0.625,0.4812948033778272
1441,2024-01-12,565,1073,8,356.32,2850.56,2024,2024-01,0.875,0.6436784228299556
1563,2023-11-24,92,1073,2,356.32,712.64,2023,2023-11,0.125,0.15652756447357027
1584,2023-11-17,340,1073,2,356.32,712.64,2023,2023-11,0.125,0.15652756447357027
1778,2023-02-22,756,1073,4,356.32,1425.28,2023,2023-02,0.375,0.3189111839256987
1905,2023-06-18,329,1073,2,356.32,712.64,2023,2023-06,0.125,0.15652756447357027
11,2023-03-03,920,1056,1,210.69,210.69,2023,2023-03,0.0,0.04215220274254777
388,2023-09-12,611,1056,9,210.69,1896.21,2023,2023-09,1.0,0.4262182645113954
419,2024-08-04,47,1056,9,210.69,1896.21,2024,2024-08,1.0,0.4262182645113954
528,2023-02-12,420,1056,3,210.69000000000003,632.07,2023,2023-02,0.25,0.13816871818475968
590,2023-08-22,607,1056,4,210.69,842.76,2023,2023-08,0.375,0.18617697590586563
649,2023-10-01,200,1056,8,210.69,1685.52,2023,2023-10,0.875,0.37821000679028943
700,2024-07-14,386,1056,4,210.69,842.76,2024,2024-07,0.375,0.18617697590586563
773,2023-05-11,316,1056,4,210.69,842.76,2023,2023-05,0.375,0.18617697590586563
788,2024-03-17,2,1056,5,210.69,1053.45,2024,2024-03,0.5,0.23418523362697158
814,2024-10-27,14,1056,6,210.69000000000003,1264.14,2024,2024-10,0.625,0.28219349134807753
815,2023-07-10,505,1056,9,210.69,1896.21,2023,2023-07,1.0,0.4262182645113954
833,2023-01-19,205,1056,9,210.69,1896.21,2023,2023-01,1.0,0.4262182645113954
958,2024-05-07,628,1056,5,210.69,1053.45,2024,2024-05,0.5,0.23418523362697158
1071,2023-02-01,898,1056,3,210.69000000000003,632.07,2023,2023-02,0.25,0.13816871818475968
1093,2024-08-28,870,1056,8,210.69,1685.52,2024,2024-08,0.875,0.37821000679028943
1279,2023-04-04,971,1056,8,210.69,1685.52,2023,2023-04,0.875,0.37821000679028943
1488,2023-11-12,19,1056,4,210.69,842.76,2023,2023-11,0.375,0.18617697590586563
1512,2023-03-08,257,1056,9,210.69,1896.21,2023,2023-03,1.0,0.4262182645113954
1572,2024-04-26,611,1056,1,210.69,210.69,2024,2024-04,0.0,0.04215220274254777
1772,2023-10-14,609,1056,4,210.69,842.76,2023,2023-10,0.375,0.18617697590586563
1775,2023-09-03,594,1056,5,210.69,1053.45,2023,2023-09,0.5,0.23418523362697158
1798,2024-08-12,962,1056,1,210.69,210.69,2024,2024-08,0.0,0.04215220274254777
1799,2023-05-31,781,1056,1,210.69,210.69,2023,2023-05,0.0,0.04215220274254777
1959,2024-08-24,936,1056,2,210.69,421.38,2024,2024-08,0.125,0.09016046046365372
12,2023-04-28,677,1022,8,328.56,2628.48,2023,2023-04,0.875,0.5930748162292474
82,2023-09-08,609,1022,6,328.56,1971.36,2023,2023-09,0.625,0.44334209842729605
394,2024-03-20,507,1022,7,328.56,2299.92,2024,2024-03,0.75,0.5182084573282717
560,2023-11-18,844,1022,1,328.56,328.56,2023,2023-11,0.0,0.06901030392241753
739,2023-07-17,573,1022,8,328.56,2628.48,2023,2023-07,0.875,0.5930748162292474
1239,2024-01-26,992,1022,6,328.56,1971.36,2024,2024-01,0.625,0.44334209842729605
1355,2022-11-19,942,1022,1,328.56,328.56,2022,2022-11,0.0,0.06901030392241753
1390,2024-09-20,864,1022,9,328.56,2957.04,2024,2024-09,1.0,0.6679411751302231
1444,2023-01-19,428,1022,6,328.56,1971.36,2023,2023-01,0.625,0.44334209842729605
1490,2023-12-06,979,1022,5,328.56,1642.8,2023,2023-12,0.5,0.36847573952632034
1701,2023-07-24,849,1022,7,328.56,2299.92,2023,2023-07,0.75,0.5182084573282717
1936,2023-05-02,118,1022,2,328.56,657.12,2023,2023-05,0.125,0.14387666282339323
13,2024-09-27,752,1095,1,377.45,377.45,2024,2024-09,0.0,0.08015048010536342
193,2022-11-05,994,1095,3,377.45,1132.35,2022,2022-11,0.25,0.2521635502732066
350,2023-10-17,76,1095,4,377.45,1509.8,2023,2023-10,0.375,0.3381700853571282
412,2024-02-08,378,1095,4,377.45,1509.8,2024,2024-02,0.375,0.3381700853571282
675,2023-12-02,824,1095,9,377.45000000000005,3397.05,2023,2023-12,1.0,0.7682027607767362
707,2024-07-28,839,1095,6,377.45,2264.7,2024,2024-07,0.625,0.5101831555249713
733,2024-04-05,35,1095,7,377.45,2642.15,2024,2024-04,0.75,0.5961896906088929
862,2023-11-23,751,1095,9,377.45000000000005,3397.05,2023,2023-11,1.0,0.7682027607767362
903,2024-05-30,689,1095,5,377.45,1887.25,2024,2024-05,0.5,0.4241766204410498
929,2023-05-26,109,1095,5,377.45,1887.25,2023,2023-05,0.5,0.4241766204410498
1021,2022-12-30,526,1095,9,377.45000000000005,3397.05,2022,2022-12,1.0,0.7682027607767362
1091,2023-12-24,431,1095,9,377.45000000000005,3397.05,2023,2023-12,1.0,0.7682027607767362
1270,2024-02-06,751,1095,1,377.45,377.45,2024,2024-02,0.0,0.08015048010536342
1510,2024-03-13,559,1095,5,377.45,1887.25,2024,2024-03,0.5,0.4241766204410498
1632,2024-04-23,146,1095,2,377.45,754.9,2024,2024-04,0.125,0.16615701518928502
1656,2023-10-27,420,1095,1,377.45,377.45,2023,2023-10,0.0,0.08015048010536342
1702,2023-01-15,277,1095,7,377.45,2642.15,2023,2023-01,0.75,0.5961896906088929
1733,2023-04-16,734,1095,3,377.45,1132.35,2023,2023-04,0.25,0.2521635502732066
1811,2024-08-06,32,1095,7,377.45,2642.15,2024,2024-08,0.75,0.5961896906088929
1836,2023-11-19,863,1095,5,377.45,1887.25,2023,2023-11,0.5,0.4241766204410498
1948,2024-07-17,625,1095,3,377.45,1132.35,2024,2024-07,0.25,0.2521635502732066
1955,2023-02-05,36,1095,3,377.45,1132.35,2023,2023-02,0.25,0.2521635502732066
14,2024-06-30,27,1055,9,286.47,2578.23,2024,2024-06,1.0,0.581624747642767
33,2023-05-01,532,1055,5,286.46999999999997,1432.35,2023,2023-05,0.5,0.32052216869995576
74,2024-09-20,84,1055,5,286.46999999999997,1432.35,2024,2024-09,0.5,0.32052216869995576
111,2024-07-14,746,1055,9,286.47,2578.23,2024,2024-07,1.0,0.581624747642767
236,2024-04-04,155,1055,9,286.47,2578.23,2024,2024-04,1.0,0.581624747642767
406,2023-11-27,212,1055,3,286.46999999999997,859.41,2023,2023-11,0.25,0.1899708792285502
557,2024-04-28,873,1055,1,286.47,286.47,2024,2024-04,0.0,0.05941958975714462
713,2022-12-16,81,1055,3,286.46999999999997,859.41,2022,2022-12,0.25,0.1899708792285502
770,2022-11-21,555,1055,3,286.46999999999997,859.41,2022,2022-11,0.25,0.1899708792285502
1029,2024-08-07,185,1055,4,286.47,1145.88,2024,2024-08,0.375,0.255246523964253
1105,2023-10-19,65,1055,4,286.47,1145.88,2023,2023-10,0.375,0.255246523964253
1134,2023-01-02,651,1055,6,286.46999999999997,1718.82,2023,2023-01,0.625,0.38579781343565855
1544,2024-03-05,76,1055,2,286.47,572.94,2024,2024-03,0.125,0.12469523449284742
1571,2024-01-23,851,1055,5,286.46999999999997,1432.35,2024,2024-01,0.5,0.32052216869995576
1615,2023-02-28,837,1055,3,286.46999999999997,859.41,2023,2023-02,0.25,0.1899708792285502
1725,2023-04-14,647,1055,9,286.47,2578.23,2023,2023-04,1.0,0.581624747642767
1729,2023-03-16,626,1055,3,286.46999999999997,859.41,2023,2023-03,0.25,0.1899708792285502
1781,2023-11-06,635,1055,1,286.47,286.47,2023,2023-11,0.0,0.05941958975714462
1847,2022-12-11,485,1055,7,286.46999999999997,2005.29,2022,2022-12,0.75,0.45107345817136135
1980,2023-07-15,932,1055,1,286.47,286.47,2023,2023-07,0.0,0.05941958975714462
15,2024-07-03,602,1057,3,445.58,1336.74,2024,2024-07,0.25,0.29873627700735084
37,2024-10-19,239,1057,5,445.58000000000004,2227.9,2024,2024-10,0.5,0.5017978316646234
73,2023-03-16,505,1057,7,445.58,3119.06,2023,2023-03,0.75,0.7048593863218962
222,2023-11-01,754,1057,5,445.58000000000004,2227.9,2023,2023-11,0.5,0.5017978316646234
256,2023-03-28,355,1057,7,445.58,3119.06,2023,2023-03,0.75,0.7048593863218962
297,2024-02-04,332,1057,6,445.58,2673.48,2024,2024-02,0.625,0.6033286089932598
302,2024-08-04,606,1057,1,445.58,445.58,2024,2024-08,0.0,0.09567472235007815
339,2024-09-23,119,1057,8,445.58,3564.64,2024,2024-09,0.875,0.8063901636505324
489,2024-06-19,538,1057,9,445.58,4010.22,2024,2024-06,1.0,0.9079209409791688
501,2024-07-05,754,1057,2,445.58,891.16,2024,2024-07,0.125,0.19720549967871448
545,2024-10-08,426,1057,4,445.58,1782.32,2024,2024-10,0.375,0.40026705433598714
830,2024-01-26,200,1057,6,445.58,2673.48,2024,2024-01,0.625,0.6033286089932598
882,2024-06-12,618,1057,8,445.58,3564.64,2024,2024-06,0.875,0.8063901636505324
960,2024-11-02,36,1057,6,445.58,2673.48,2024,2024-11,0.625,0.6033286089932598
1006,2023-07-23,496,1057,1,445.58,445.58,2023,2023-07,0.0,0.09567472235007815
